file_name,name,name_readable
134888.jpg,carrot-raw,"Carrot, raw"
134889.jpg,spring-onion-scallion,Spring onion / scallion
134889.jpg,salmon-smoked,"Salmon, smoked"
134889.jpg,bread-wholemeal,"Bread, wholemeal"
134889.jpg,cream-cheese,Cream cheese
134891.jpg,tea,Tea
134894.jpg,crisp-bread-wasa,"Crisp bread, Wasa"
134894.jpg,tuna,Tuna
134894.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
134899.jpg,chicken-curry-cream-coconut-milk-curry-spices-paste,Chicken curry (cream/coconut milk. curry spices/paste))
134900.jpg,brussel-sprouts,Brussel sprouts
134900.jpg,bacon-cooking,"Bacon, cooking"
134902.jpg,salmon-smoked,"Salmon, smoked"
134902.jpg,spring-onion-scallion,Spring onion / scallion
134902.jpg,cream-cheese,Cream cheese
134902.jpg,bread-wholemeal,"Bread, wholemeal"
134904.jpg,carrot-raw,"Carrot, raw"
134904.jpg,hummus,Hummus
134908.jpg,carrot-raw,"Carrot, raw"
134922.jpg,coffee-with-caffeine,"Coffee, with caffeine"
134922.jpg,soya-drink-soy-milk,Soya drink (soy milk)
134932.jpg,mixed-nuts,Mixed nuts
134933.jpg,apple,Apple
134934.jpg,grapes,Grapes
134937.jpg,apple,Apple
134938.jpg,chickpeas,Chickpeas
134944.jpg,rosti,Rosti
134950.jpg,mandarine,Mandarine
134955.jpg,dark-chocolate,Dark chocolate
134955.jpg,herbal-tea,Herbal tea
134956.jpg,pizza-with-vegetables-baked,"Pizza, with vegetables, baked"
134959.jpg,spinach-raw,"Spinach, raw"
134959.jpg,feta,Feta
134959.jpg,witloof-chicory,Witloof chicory
134959.jpg,mixed-nuts,Mixed nuts
134961.jpg,pasta,Pasta
134961.jpg,bolognaise-sauce,Bolognaise sauce
134961.jpg,parmesan,Parmesan
134962.jpg,beer,Beer
134972.jpg,apple-crumble,Apple crumble
135000.jpg,butter,Butter
135001.jpg,water,Water
135002.jpg,butter,Butter
135002.jpg,bread-toast,"Bread, toast"
135002.jpg,water,Water
135004.jpg,water,Water
135007.jpg,jam,Jam
135007.jpg,bread-grain,"Bread, grain"
135007.jpg,butter,Butter
135024.jpg,mixed-nuts,Mixed nuts
135028.jpg,soya-drink-soy-milk,Soya drink (soy milk)
135032.jpg,water,Water
135038.jpg,pistachio,Pistachio
135048.jpg,banana,Banana
135054.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
135054.jpg,fish,Fish
135054.jpg,breadcrumbs-unspiced,Breadcrumbs (unspiced)
135054.jpg,risotto-without-cheese-cooked,"Risotto, without cheese, cooked"
135071.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135072.jpg,water,Water
135074.jpg,water,Water
135079.jpg,salmon-smoked,"Salmon, smoked"
135079.jpg,onion,Onion
135088.jpg,bouillon-vegetable,"Bouillon, vegetable"
135097.jpg,salad-lambs-ear,"Salad, lambs' ear"
135100.jpg,apple,Apple
135104.jpg,dumplings,Dumplings
135106.jpg,pecan-nut,Pecan nut
135107.jpg,grapes,Grapes
135114.jpg,pasta,Pasta
135114.jpg,tofu,Tofu
135114.jpg,mushrooms,Mushrooms
135116.jpg,chinese-cabbage,Chinese cabbage
135116.jpg,pasta,Pasta
135116.jpg,mushrooms,Mushrooms
135118.jpg,chinese-cabbage,Chinese cabbage
135122.jpg,beef-cut-into-stripes-only-meat,"Beef, cut into stripes (only meat)"
135122.jpg,chinese-cabbage,Chinese cabbage
135122.jpg,mushrooms,Mushrooms
135123.jpg,chinese-cabbage,Chinese cabbage
135123.jpg,beef-cut-into-stripes-only-meat,"Beef, cut into stripes (only meat)"
135127.jpg,chinese-cabbage,Chinese cabbage
135127.jpg,tofu,Tofu
135127.jpg,sauce-soya,"Sauce, soya"
135129.jpg,water,Water
135131.jpg,wine-white,"Wine, white"
135132.jpg,pasta,Pasta
135132.jpg,chinese-cabbage,Chinese cabbage
135132.jpg,mushrooms,Mushrooms
135135.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135135.jpg,tomato-raw,"Tomato, raw "
135148.jpg,brownie,Brownie
135148.jpg,almonds,Almonds
135160.jpg,fish,Fish
135160.jpg,salad-lambs-ear,"Salad, lambs' ear"
135160.jpg,potatoes-steamed,Potatoes steamed
135161.jpg,brownie,Brownie
135161.jpg,almonds,Almonds
135170.jpg,wine-red,"Wine, red"
135187.jpg,banana,Banana
135197.jpg,glucose-drink-50g,Glucose drink 50g
135204.jpg,water,Water
135207.jpg,bread-white,"Bread, white"
135210.jpg,tea-spice,"Tea, spice"
135217.jpg,coffee-with-caffeine,"Coffee, with caffeine"
135219.jpg,bread-white,"Bread, white"
135219.jpg,butter,Butter
135220.jpg,water,Water
135222.jpg,butter,Butter
135222.jpg,bread-white,"Bread, white"
135223.jpg,water,Water
135224.jpg,water,Water
135227.jpg,water,Water
135232.jpg,water,Water
135234.jpg,carrot-raw,"Carrot, raw"
135234.jpg,rice,Rice
135234.jpg,salmon,Salmon
135241.jpg,cappuccino,Cappuccino
135246.jpg,bread-white,"Bread, white"
135253.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135253.jpg,balsamic-salad-dressing,Balsamic salad dressing
135259.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135259.jpg,spring-onion-scallion,Spring onion / scallion
135259.jpg,tomato-raw,"Tomato, raw "
135259.jpg,quinoa,Quinoa
135263.jpg,smoothie,Smoothie
135266.jpg,leek,Leek
135266.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135266.jpg,quinoa,Quinoa
135266.jpg,onion,Onion
135273.jpg,carrot-raw,"Carrot, raw"
135276.jpg,water,Water
135281.jpg,cake-chocolate,"Cake, chocolate"
135283.jpg,soup-vegetable,"Soup, vegetable"
135284.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135284.jpg,red-radish,Red radish
135285.jpg,shrimp-boiled,"Shrimp, boiled"
135286.jpg,kefir-drink,Kefir drink
135289.jpg,semi-hard-cheese,Semi-hard cheese
135298.jpg,pistachio,Pistachio
135307.jpg,bolognaise-sauce,Bolognaise sauce
135307.jpg,parmesan,Parmesan
135307.jpg,pasta-wholemeal,"Pasta, wholemeal"
135308.jpg,wine-white,"Wine, white"
135312.jpg,mozzarella,Mozzarella
135314.jpg,beetroot-steamed-without-addition-of-salt,"Beetroot, steamed, without addition of salt"
135316.jpg,lentils,Lentils
135319.jpg,bouillon-vegetable,"Bouillon, vegetable"
135321.jpg,salmon,Salmon
135321.jpg,rice,Rice
135321.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135321.jpg,tomato-raw,"Tomato, raw "
135321.jpg,cucumber,Cucumber
135321.jpg,broccoli,Broccoli
135321.jpg,cauliflower,Cauliflower
135321.jpg,onion,Onion
135334.jpg,sushi,Sushi
135343.jpg,brownie,Brownie
135349.jpg,herbal-tea,Herbal tea
135364.jpg,brownie,Brownie
135370.jpg,bread-wholemeal,"Bread, wholemeal"
135370.jpg,jam,Jam
135371.jpg,juice-orange,"Juice, orange"
135372.jpg,tea-black,"Tea, black"
135373.jpg,caprese-salad-tomato-mozzarella,Caprese salad (Tomato Mozzarella)
135374.jpg,tomme,Tomme
135374.jpg,dried-meat,Dried meat
135374.jpg,bread-rye,"Bread, rye"
135375.jpg,egg,Egg
135382.jpg,bread-sourdough,"Bread, sourdough"
135388.jpg,glucose-drink-50g,Glucose drink 50g
135390.jpg,glucose-drink-50g,Glucose drink 50g
135392.jpg,glucose-drink-50g,Glucose drink 50g
135395.jpg,bread-grain,"Bread, grain"
135395.jpg,parmesan,Parmesan
135395.jpg,guacamole,Guacamole
135397.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
135403.jpg,m-m-s,M&M's
135406.jpg,juice-multifruit,"Juice, multifruit"
135409.jpg,bread-wholemeal,"Bread, wholemeal"
135409.jpg,gruyere,Gruyère
135412.jpg,m-m-s,M&M's
135427.jpg,blueberries,Blueberries
135427.jpg,soya-drink-soy-milk,Soya drink (soy milk)
135430.jpg,avocado,Avocado
135431.jpg,salad-lambs-ear,"Salad, lambs' ear"
135431.jpg,salad-rocket,"Salad, rocket"
135431.jpg,red-radish,Red radish
135431.jpg,fennel,Fennel
135446.jpg,hamburger-bread-meat-ketchup,"Hamburger (Bread, meat, ketchup)"
135462.jpg,popcorn-salted,Popcorn salted
135464.jpg,water,Water
135469.jpg,water,Water
135471.jpg,broccoli,Broccoli
135471.jpg,rice,Rice
135471.jpg,chinese-cabbage,Chinese cabbage
135471.jpg,mushrooms,Mushrooms
135471.jpg,tofu,Tofu
135472.jpg,herbal-tea,Herbal tea
135472.jpg,cookies,Cookies
135477.jpg,cake-oblong,Cake (oblong)
135479.jpg,cookies,Cookies
135491.jpg,bread-white,"Bread, white"
135500.jpg,broccoli,Broccoli
135505.jpg,beer,Beer
135508.jpg,cream-cheese,Cream cheese
135516.jpg,pizza-with-ham-with-mushrooms-baked,"Pizza, with ham, with mushrooms, baked"
135516.jpg,green-olives,Green olives
135517.jpg,rice,Rice
135518.jpg,tomato-sauce,Tomato sauce
135518.jpg,carrot-raw,"Carrot, raw"
135518.jpg,zucchini,Zucchini
135518.jpg,chickpeas,Chickpeas
135518.jpg,vegetable-mix-peas-and-carrots,"Vegetable mix, peas and carrots"
135528.jpg,rice,Rice
135528.jpg,cauliflower,Cauliflower
135528.jpg,chinese-cabbage,Chinese cabbage
135528.jpg,tomato-sauce,Tomato sauce
135530.jpg,bread-french-white-flour,"Bread, French (white flour)"
135532.jpg,water,Water
135534.jpg,cookies,Cookies
135536.jpg,water,Water
135559.jpg,fruit-coulis,Fruit coulis
135560.jpg,plums,Plums
135560.jpg,apple,Apple
135560.jpg,kaki,Kaki
135560.jpg,mandarine,Mandarine
135561.jpg,coffee-with-caffeine,"Coffee, with caffeine"
135567.jpg,mandarine,Mandarine
135569.jpg,bread-wholemeal,"Bread, wholemeal"
135583.jpg,coffee-with-caffeine,"Coffee, with caffeine"
135587.jpg,herbal-tea,Herbal tea
135588.jpg,smoothie,Smoothie
135592.jpg,water,Water
135600.jpg,coffee-with-caffeine,"Coffee, with caffeine"
135609.jpg,salad-rocket,"Salad, rocket"
135609.jpg,pizza-with-ham-baked,"Pizza, with ham, baked"
135615.jpg,butter,Butter
135615.jpg,tomato-raw,"Tomato, raw "
135640.jpg,onion,Onion
135640.jpg,salmon-smoked,"Salmon, smoked"
135640.jpg,cream-cheese,Cream cheese
135645.jpg,gruyere,Gruyère
135645.jpg,jam,Jam
135647.jpg,bread-wholemeal,"Bread, wholemeal"
135647.jpg,avocado,Avocado
135647.jpg,tomato-sauce,Tomato sauce
135660.jpg,pumpkin,Pumpkin
135660.jpg,broccoli,Broccoli
135661.jpg,broccoli,Broccoli
135661.jpg,pumpkin,Pumpkin
135664.jpg,cottage-cheese,Cottage cheese
135679.jpg,popcorn-salted,Popcorn salted
135682.jpg,dates,Dates
135682.jpg,peanut-butter,Peanut butter
135698.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135699.jpg,water,Water
135700.jpg,pizza-with-vegetables-baked,"Pizza, with vegetables, baked"
135701.jpg,avocado,Avocado
135701.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
135706.jpg,water,Water
135708.jpg,water,Water
135711.jpg,water,Water
135712.jpg,water,Water
135714.jpg,rice-basmati,"Rice, Basmati"
135714.jpg,zucchini,Zucchini
135714.jpg,chickpeas,Chickpeas
135714.jpg,beans-kidney,"Beans, kidney"
135714.jpg,tomato-sauce,Tomato sauce
135717.jpg,pineapple,Pineapple
135731.jpg,chicken-breast,"Chicken, breast"
135732.jpg,tomato-raw,"Tomato, raw "
135735.jpg,zucchini,Zucchini
135747.jpg,bouillon-vegetable,"Bouillon, vegetable"
135767.jpg,water,Water
135770.jpg,bread-white,"Bread, white"
135772.jpg,juice-multifruit,"Juice, multifruit"
135772.jpg,bread,Bread
135772.jpg,butter,Butter
135772.jpg,jam,Jam
135774.jpg,salmon,Salmon
135774.jpg,sauce-soya,"Sauce, soya"
135775.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135775.jpg,balsamic-salad-dressing,Balsamic salad dressing
135781.jpg,hamburger-bread-meat-ketchup,"Hamburger (Bread, meat, ketchup)"
135781.jpg,chicken,Chicken
135781.jpg,bread,Bread
135781.jpg,cheddar,Cheddar
135781.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135781.jpg,tomato-raw,"Tomato, raw "
135781.jpg,egg,Egg
135781.jpg,mayonnaise,Mayonnaise
135781.jpg,ketchup,Ketchup
135786.jpg,bread-french-white-flour,"Bread, French (white flour)"
135789.jpg,water,Water
135824.jpg,soup-cream-of-vegetables,"Soup, cream of vegetables"
135824.jpg,parsley,Parsley
135826.jpg,bread-black,"Bread, black"
135841.jpg,rice,Rice
135841.jpg,carrot-raw,"Carrot, raw"
135841.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
135841.jpg,onion,Onion
135842.jpg,rice,Rice
135842.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
135842.jpg,carrot-raw,"Carrot, raw"
135842.jpg,onion,Onion
135844.jpg,blueberries,Blueberries
135845.jpg,water,Water
135846.jpg,rice,Rice
135846.jpg,carrot-raw,"Carrot, raw"
135846.jpg,bell-pepper-red-raw,"Bell pepper, red, raw "
135846.jpg,onion,Onion
135847.jpg,macaroon,Macaroon
135872.jpg,banana,Banana
135881.jpg,tea-peppermint,"Tea, peppermint"
135885.jpg,fajita-bread-only,Fajita (bread only)
135885.jpg,tomato-raw,"Tomato, raw "
135885.jpg,avocado,Avocado
135885.jpg,salad-rocket,"Salad, rocket"
135885.jpg,beans-kidney,"Beans, kidney"
135888.jpg,tea,Tea
135903.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
135903.jpg,corn,Corn
135903.jpg,tuna,Tuna
135903.jpg,salad-lambs-ear,"Salad, lambs' ear"
135903.jpg,balsamic-salad-dressing,Balsamic salad dressing
135907.jpg,tomato-raw,"Tomato, raw "
135907.jpg,kolhrabi,Kolhrabi
135917.jpg,kolhrabi,Kolhrabi
135917.jpg,cucumber-pickled,"Cucumber, pickled "
135934.jpg,mandarine,Mandarine
135943.jpg,bread-ticino,"Bread, Ticino"
135946.jpg,bread-white,"Bread, white"
135946.jpg,butter,Butter
135947.jpg,water,Water
135958.jpg,glucose-drink-50g,Glucose drink 50g
135964.jpg,coffee-with-caffeine,"Coffee, with caffeine"
135979.jpg,mandarine,Mandarine
135988.jpg,egg,Egg
135988.jpg,avocado,Avocado
135994.jpg,zucchini,Zucchini
135996.jpg,fennel,Fennel
135998.jpg,water,Water
135999.jpg,fennel,Fennel
136001.jpg,mandarine,Mandarine
136003.jpg,tomato-raw,"Tomato, raw "
136008.jpg,cucumber,Cucumber
136008.jpg,egg,Egg
136008.jpg,soft-cheese,Soft cheese
136008.jpg,bread-whole-wheat,"Bread, whole wheat"
136010.jpg,rice,Rice
136010.jpg,broccoli,Broccoli
136021.jpg,breadcrumbs-unspiced,Breadcrumbs (unspiced)
136022.jpg,hard-cheese,Hard cheese
136022.jpg,cucumber,Cucumber
136022.jpg,bread-whole-wheat,"Bread, whole wheat"
136026.jpg,hard-cheese,Hard cheese
136048.jpg,tea,Tea
136050.jpg,carrot-raw,"Carrot, raw"
136051.jpg,water,Water
136058.jpg,chickpeas,Chickpeas
136058.jpg,quinoa,Quinoa
136058.jpg,sweet-potato,Sweet potato
136058.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
136058.jpg,cauliflower,Cauliflower
136058.jpg,broccoli,Broccoli
136066.jpg,savoury-puff-pastry-stick,Savoury puff pastry stick
136075.jpg,kolhrabi,Kolhrabi
136075.jpg,cucumber,Cucumber
136078.jpg,milk-chocolate,Milk chocolate
136079.jpg,cucumber-pickled,"Cucumber, pickled "
136079.jpg,kolhrabi,Kolhrabi
136082.jpg,pasta,Pasta
136082.jpg,romanesco,Romanesco
136083.jpg,rice,Rice
136083.jpg,fennel,Fennel
136083.jpg,chicken-leg,"Chicken, leg"
136086.jpg,fajita-bread-only,Fajita (bread only)
136086.jpg,tomato-raw,"Tomato, raw "
136086.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
136086.jpg,cheese,Cheese
136086.jpg,chicken,Chicken
136086.jpg,avocado,Avocado
136089.jpg,almonds,Almonds
136090.jpg,pizza-with-ham-with-mushrooms-baked,"Pizza, with ham, with mushrooms, baked"
136097.jpg,red-cabbage,Red cabbage
136097.jpg,mushrooms,Mushrooms
136102.jpg,mushrooms,Mushrooms
136102.jpg,pasta-noodles,"Pasta, noodles"
136102.jpg,beef-cut-into-stripes-only-meat,"Beef, cut into stripes (only meat)"
136138.jpg,apple,Apple
136142.jpg,popcorn-salted,Popcorn salted
136143.jpg,popcorn-salted,Popcorn salted
136154.jpg,croissant,Croissant
136155.jpg,water,Water
136168.jpg,kiwi,Kiwi
136172.jpg,tea,Tea
136173.jpg,water,Water
136174.jpg,coffee-with-caffeine,"Coffee, with caffeine"
136179.jpg,coffee-with-caffeine,"Coffee, with caffeine"
136185.jpg,banana,Banana
136191.jpg,pasta-hornli,"Pasta, Hörnli"
136191.jpg,parmesan,Parmesan
136191.jpg,tomato-sauce,Tomato sauce
136192.jpg,chili-con-carne-prepared,"Chili con carne, prepared"
136192.jpg,sweet-potato,Sweet potato
136192.jpg,chips-french-fries,"Chips, french fries"
136192.jpg,sour-cream,Sour cream
136192.jpg,red-cabbage,Red cabbage
136197.jpg,tomato-raw,"Tomato, raw "
136197.jpg,kolhrabi,Kolhrabi
136203.jpg,avocado,Avocado
136207.jpg,tomato-raw,"Tomato, raw "
136207.jpg,kolhrabi,Kolhrabi
136207.jpg,kaki,Kaki
136216.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
136216.jpg,carrot-raw,"Carrot, raw"
136216.jpg,quinoa,Quinoa
136216.jpg,tomato-raw,"Tomato, raw "
136217.jpg,tea,Tea
136219.jpg,salmon-smoked,"Salmon, smoked"
136226.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
136226.jpg,carrot-raw,"Carrot, raw"
136226.jpg,quinoa,Quinoa
136226.jpg,cucumber,Cucumber
136231.jpg,avocado,Avocado
136231.jpg,yaourt-yahourt-yogourt-ou-yoghourt-natural,"Yaourt, yahourt, yogourt ou yoghourt, natural"
136231.jpg,salmon-smoked,"Salmon, smoked"
136231.jpg,onion,Onion
136231.jpg,bread,Bread
136232.jpg,jam,Jam
136232.jpg,soft-cheese,Soft cheese
136232.jpg,butter,Butter
136232.jpg,bread,Bread
136233.jpg,bread-white,"Bread, white"
136233.jpg,jam,Jam
136233.jpg,soft-cheese,Soft cheese
136278.jpg,cheese-for-raclette,Cheese for raclette
136278.jpg,potatoes-steamed,Potatoes steamed
136280.jpg,sweet-corn-canned,"Sweet corn, canned"
136295.jpg,orange,Orange
136297.jpg,water,Water
136301.jpg,tea-spice,"Tea, spice"
136310.jpg,butter,Butter
136310.jpg,bread-ticino,"Bread, Ticino"
136342.jpg,apple,Apple
136342.jpg,blueberries,Blueberries
136342.jpg,peanut-butter,Peanut butter
136349.jpg,coffee-with-caffeine,"Coffee, with caffeine"
136360.jpg,processed-cheese,Processed cheese
136361.jpg,goat-cheese-soft,Goat cheese (soft)
136366.jpg,coffee-with-caffeine,"Coffee, with caffeine"
136373.jpg,ristretto-with-caffeine,"Ristretto, with caffeine"
136373.jpg,dark-chocolate,Dark chocolate
136374.jpg,water,Water
136377.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
136377.jpg,carrot-raw,"Carrot, raw"
136379.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
136380.jpg,couscous,Couscous
136380.jpg,leaf-spinach,Leaf spinach
136380.jpg,chickpeas,Chickpeas
136388.jpg,pasta-tortelloni-stuffing,"Pasta, tortelloni, stuffing"
136388.jpg,parmesan,Parmesan
136389.jpg,pasta,Pasta
136389.jpg,chicken,Chicken
136389.jpg,cream,Cream
136397.jpg,coffee-with-caffeine,"Coffee, with caffeine"
136398.jpg,egg,Egg
136404.jpg,tea,Tea
136406.jpg,egg,Egg
136406.jpg,bread-wholemeal,"Bread, wholemeal"
136406.jpg,leaf-spinach,Leaf spinach
136406.jpg,butter,Butter
136407.jpg,bread-sourdough,"Bread, sourdough"
136413.jpg,potatoes-steamed,Potatoes steamed
136414.jpg,pasta-penne,"Pasta, penne"
136421.jpg,coffee-with-caffeine,"Coffee, with caffeine"
136421.jpg,praline,Praline
136422.jpg,praline,Praline
136431.jpg,water,Water
136432.jpg,salad-rocket,"Salad, rocket"
136432.jpg,fennel,Fennel
136432.jpg,tomato-raw,"Tomato, raw "
136438.jpg,bread-toast,"Bread, toast"
136442.jpg,water,Water
136444.jpg,leaf-spinach,Leaf spinach
136444.jpg,chickpeas,Chickpeas
136444.jpg,pasta-ravioli-stuffing,"Pasta, ravioli, stuffing"
136444.jpg,salad-leaf-salad-green,"Salad, leaf / salad, green"
136444.jpg,tomato-raw,"Tomato, raw "
136444.jpg,cucumber,Cucumber
136470.jpg,tea-peppermint,"Tea, peppermint"
136480.jpg,salmon,Salmon
136481.jpg,egg,Egg
136481.jpg,salmon,Salmon
136481.jpg,shrimp-boiled,"Shrimp, boiled"
136481.jpg,avocado,Avocado
136481.jpg,tuna,Tuna
136481.jpg,fish,Fish
136481.jpg,cucumber,Cucumber
136481.jpg,sauce-soya,"Sauce, soya"
136487.jpg,tea,Tea
136498.jpg,water,Water
136501.jpg,water,Water
136510.jpg,soft-cheese,Soft cheese
136510.jpg,bread-wholemeal,"Bread, wholemeal"
136510.jpg,hard-cheese,Hard cheese
136510.jpg,butter,Butter
136513.jpg,white-coffee-with-caffeine,"White coffee, with caffeine"
136518.jpg,water,Water
136520.jpg,bread-white,"Bread, white"
136520.jpg,hard-cheese,Hard cheese
136520.jpg,butter,Butter
136541.jpg,porridge-prepared-with-partially-skimmed-milk,"Porridge, prepared, with partially skimmed milk"
136542.jpg,banana,Banana
136542.jpg,peanut-butter,Peanut butter
136542.jpg,blueberries,Blueberries
136542.jpg,porridge-prepared-with-partially-skimmed-milk,"Porridge, prepared, with partially skimmed milk"
136543.jpg,croissant-with-chocolate-filling,Croissant with chocolate filling
136549.jpg,coffee-with-caffeine,"Coffee, with caffeine"
136550.jpg,coffee-with-caffeine,"Coffee, with caffeine"
136552.jpg,caprese-salad-tomato-mozzarella,Caprese salad (Tomato Mozzarella)
136552.jpg,green-olives,Green olives
136552.jpg,bread-white,"Bread, white"
136552.jpg,soft-cheese,Soft cheese
136552.jpg,tete-de-moine,Tête de Moine
136556.jpg,bread-white,"Bread, white"
136556.jpg,jam,Jam
136556.jpg,butter,Butter
136563.jpg,carrot-raw,"Carrot, raw"
136564.jpg,juice-apple,"Juice, apple"
136565.jpg,broccoli,Broccoli
136565.jpg,baked-potato,Baked potato
136565.jpg,tomato-raw,"Tomato, raw "
136565.jpg,onion,Onion
136565.jpg,chicken,Chicken
136571.jpg,croissant-with-chocolate-filling,Croissant with chocolate filling
136580.jpg,pancakes,Pancakes
136582.jpg,pancakes,Pancakes
136582.jpg,salmon-smoked,"Salmon, smoked"
136582.jpg,greek-yaourt-yahourt-yogourt-ou-yoghourt,"Greek Yaourt, yahourt, yogourt ou yoghourt"
136582.jpg,onion,Onion
136592.jpg,egg-scrambled-prepared,"Egg, scrambled, prepared"
136599.jpg,fruit-salad,Fruit salad
136599.jpg,walnut,Walnut
136603.jpg,pancakes,Pancakes
136603.jpg,salmon-smoked,"Salmon, smoked"
136603.jpg,onion,Onion
136603.jpg,cream-cheese,Cream cheese
136619.jpg,apple,Apple
136637.jpg,pumpkin,Pumpkin
136637.jpg,broccoli,Broccoli
136653.jpg,cucumber-pickled,"Cucumber, pickled "
136658.jpg,focaccia,Focaccia
136659.jpg,ham-raw,"Ham, raw"
136659.jpg,semi-hard-cheese,Semi-hard cheese
136659.jpg,salami,Salami
136659.jpg,soft-cheese,Soft cheese
136661.jpg,carrot-raw,"Carrot, raw"
136663.jpg,tomato-raw,"Tomato, raw "
136664.jpg,pizza-margherita-baked,"Pizza, Margherita, baked"
136664.jpg,egg,Egg
136664.jpg,salmon,Salmon
