ingredient,default_portion,default_portion_in_grams,Calcium_(MG)_per_100G,Carbohydrates_(G)_per_100G,Iron_(MG)_per_100G,Lipid_(G)_per_100G,Magnesium_(MG)_per_100G,Protein_(G)_per_100G,Sodium_(MG)_per_100G,Vitamin_A_(UG)_per_100G,Vitamin_C_(MG)_per_100G,Vitamin_D_(UG)_per_100G
"Bao bun, no meat",Quantity not specified,100.0,107.0,54.27,2.63,2.94,23.0,6.73,268.0,0.0,0.3,0.1
"Barbecue beef sandwich, on wheat bun",Quantity not specified,180.0,65.0,23.3,2.45,8.52,31.0,17.02,544.0,4.0,0.2,0.1
"Barbecue beef sandwich, on white bun",1 regular sandwich,180.0,59.0,24.86,2.54,8.5,20.0,16.48,562.0,4.0,0.6,0.1
"Barbecue beef, no sauce",1 cup,135.0,10.0,0.0,2.72,15.15,21.0,27.97,411.0,4.0,0.0,0.1
"Barbecue beef, with sauce",1 slice,60.0,17.0,12.23,2.1,10.79,18.0,19.83,596.0,6.0,0.2,0.1
Barbecue chicken,Quantity not specified,180.0,20.0,12.23,0.7,4.64,20.0,19.0,550.0,9.0,0.2,0.0
"Barbecue chicken sandwich, on wheat bun",1 submarine,270.0,67.0,23.3,1.52,4.42,32.0,16.47,513.0,6.0,0.2,0.0
"Barbecue chicken sandwich, on white bun",1 regular sandwich,180.0,61.0,24.86,1.61,4.4,21.0,15.92,531.0,6.0,0.6,0.0
"Barbecue meat, NFS",1 slice,60.0,23.0,12.23,1.36,11.17,19.0,18.14,601.0,6.0,0.2,0.6
"Barbecue pork sandwich, on wheat bun",1 submarine,270.0,70.0,23.3,1.8,8.86,32.0,15.52,549.0,4.0,0.2,0.5
"Barbecue pork sandwich, on white bun",Quantity not specified,180.0,65.0,24.86,1.89,8.83,21.0,14.97,567.0,4.0,0.6,0.5
"Barbecue pork, no sauce",Quantity not specified,85.0,21.0,0.0,1.32,15.87,22.0,24.75,422.0,3.0,0.0,1.1
"Barbecue pork, with sauce",1 cup,240.0,25.0,12.23,1.12,11.3,20.0,17.57,603.0,5.0,0.2,0.8
Barbecue rib sandwich,Quantity not specified,190.0,72.0,26.5,2.09,6.47,20.0,13.66,466.0,2.0,0.9,0.4
"Barbecue sandwich, NFS",1 miniature/slider,90.0,63.0,24.86,1.94,8.12,21.0,15.34,561.0,4.0,0.6,0.4
Barbecue sauce,Quantity not specified,34.0,33.0,40.77,0.64,0.63,13.0,0.82,1027.0,11.0,0.6,0.0
"Barfi or Burfi, Indian dessert",Quantity not specified,45.0,148.0,40.43,0.22,11.36,19.0,5.42,71.0,96.0,0.3,0.1
Barley,"1 oz, dry, yields",110.0,11.0,27.23,1.28,2.74,21.0,2.2,199.0,24.0,0.0,0.1
Basbousa,1 cubic inch,20.0,119.0,43.76,1.2,9.94,21.0,4.81,81.0,12.0,0.2,0.1
"Basil, raw",1 leaf,0.5,177.0,2.65,3.17,0.64,64.0,3.15,4.0,264.0,18.0,0.0
Bean cake,1 cake,32.0,15.0,49.88,2.58,21.41,21.0,5.8,186.0,0.0,0.3,0.0
Bean chips,1 chip,3.0,36.0,53.12,4.01,21.58,96.0,14.6,410.0,1.0,1.7,0.0
"Bean dip, made with refried beans",1 individual container,70.0,26.0,15.89,1.6,3.7,40.0,5.44,443.0,0.0,0.6,0.0
"Bean paste, sweetened",1 tablespoon,20.0,21.0,49.98,2.13,0.47,32.0,6.22,124.0,0.0,0.9,0.0
"Bean salad, yellow and/or green string beans",1 cup,150.0,27.0,13.0,1.32,5.0,23.0,3.52,266.0,5.0,9.1,0.0
"Bean sprouts, cooked",Quantity not specified,58.0,56.0,6.08,2.8,6.93,48.0,9.8,126.0,12.0,6.3,0.0
"Bean sprouts, raw",1 cup,90.0,13.0,5.94,0.91,0.18,21.0,3.04,6.0,1.0,13.2,0.0
Beans and brown rice,1 cup,170.0,53.0,24.29,2.23,4.54,51.0,6.4,213.0,0.0,0.0,0.0
Beans and franks,Quantity not specified,130.0,33.0,17.29,1.36,5.22,25.0,6.74,438.0,1.0,0.0,0.1
"Beans and rice, from fast food / restaurant",Quantity not specified,170.0,53.0,24.41,2.47,6.99,39.0,6.29,299.0,0.0,0.0,0.0
"Beans and rice, with meat",Quantity not specified,170.0,25.0,23.54,1.64,4.24,33.0,7.49,263.0,1.0,0.3,0.0
"Beans and rice, with tomatoes",Quantity not specified,170.0,23.0,21.9,1.46,3.46,28.0,4.7,309.0,4.0,1.5,0.0
"Beans and tomatoes, fat added",Quantity not specified,130.0,31.0,17.84,1.63,5.58,39.0,6.05,351.0,7.0,2.5,0.0
"Beans and tomatoes, no added fat",1 cup,255.0,32.0,18.76,1.71,0.51,42.0,6.37,370.0,7.0,2.7,0.0
Beans and white rice,Quantity not specified,170.0,54.0,25.19,2.55,4.21,40.0,6.5,231.0,0.0,0.0,0.0
"Beans with meat, NS as to type",Quantity not specified,130.0,35.0,20.56,1.95,6.88,47.0,10.7,275.0,1.0,0.5,0.1
"Beans, NFS",Quantity not specified,92.0,39.0,23.78,1.96,7.08,51.0,8.34,217.0,0.0,0.5,0.0
"Beans, from canned, NS as to type, fat added",Quantity not specified,92.0,69.0,24.1,2.45,6.83,52.0,7.66,311.0,0.0,1.7,0.0
"Beans, from canned, NS as to type, no added fat",Quantity not specified,90.0,72.0,25.04,2.53,0.81,54.0,7.96,323.0,0.0,1.8,0.0
"Beans, from dried, NS as to type, fat added",Quantity not specified,92.0,39.0,23.78,1.96,7.08,51.0,8.34,217.0,0.0,0.5,0.0
"Beans, from dried, NS as to type, no added fat",Quantity not specified,90.0,41.0,25.44,2.08,0.62,55.0,8.92,232.0,0.0,0.6,0.0
"Beans, from fast food / restaurant, NS as to type",Quantity not specified,130.0,82.0,22.6,3.35,9.32,57.0,8.77,354.0,0.0,0.0,0.0
Bear,Quantity not specified,85.0,5.0,0.0,10.64,13.28,23.0,32.16,378.0,0.0,0.0,0.0
Beaver,1 cup,135.0,22.0,0.0,9.92,6.9,29.0,34.57,366.0,0.0,3.0,0.0
Beef and broccoli,Quantity not specified,163.0,33.0,5.09,1.23,10.63,24.0,10.43,440.0,4.0,40.0,0.0
Beef and macaroni with cheese sauce,"1 package, prepared",1245.0,50.0,12.26,1.05,5.42,16.0,9.12,394.0,17.0,0.0,0.2
Beef and noodles with cream or white sauce,1 cup,249.0,43.0,15.02,1.19,5.33,17.0,7.86,293.0,44.0,0.0,0.4
Beef and noodles with gravy,Quantity not specified,311.0,11.0,15.39,1.24,5.07,16.0,7.7,304.0,4.0,0.0,0.1
Beef and noodles with mushroom sauce,Quantity not specified,311.0,23.0,14.96,1.16,5.14,15.0,7.54,310.0,9.0,0.0,0.2
Beef and noodles with soy-based sauce,Quantity not specified,249.0,16.0,7.54,1.25,10.05,15.0,13.19,273.0,2.0,1.8,0.0
Beef and noodles with tomato-based sauce,1 cup,249.0,24.0,10.67,1.17,3.93,11.0,8.74,274.0,8.0,0.1,0.1
"Beef and noodles, no sauce",1 cup,156.0,16.0,16.24,1.76,8.41,20.0,11.37,377.0,20.0,0.0,0.1
Beef and potatoes with cheese sauce,Quantity not specified,187.0,94.0,11.1,0.61,5.6,18.0,8.15,316.0,23.0,3.7,0.3
"Beef and potatoes with cream sauce, white sauce or mushroom sauce",Quantity not specified,189.0,34.0,8.66,0.77,3.79,11.0,8.04,337.0,12.0,1.7,0.3
"Beef and potatoes, no sauce",1 cup,190.0,8.0,14.52,0.78,4.93,19.0,7.92,305.0,0.0,5.4,0.0
Beef and rice with cheese sauce,1 cup,248.0,33.0,14.66,1.35,5.35,12.0,8.08,298.0,16.0,0.3,0.0
Beef and rice with cream sauce,1 cup,248.0,41.0,15.9,1.02,5.24,12.0,6.7,303.0,39.0,0.0,0.4
Beef and rice with gravy,1 cup,222.0,10.0,15.98,1.03,5.12,10.0,6.28,315.0,0.0,0.0,0.0
Beef and rice with mushroom sauce,Quantity not specified,310.0,21.0,15.53,0.97,5.18,10.0,6.25,313.0,6.0,0.0,0.2
Beef and rice with soy-based sauce,1 cup,244.0,18.0,7.96,1.47,10.26,17.0,13.58,275.0,3.0,1.9,0.0
Beef and rice with tomato-based sauce,Quantity not specified,305.0,11.0,15.88,1.29,5.15,14.0,6.39,308.0,7.0,2.1,0.0
"Beef and rice, no sauce",Quantity not specified,245.0,8.0,17.23,1.2,5.0,11.0,7.27,312.0,0.0,0.0,0.0
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",Quantity not specified,189.0,13.0,6.47,0.81,7.34,13.0,8.11,312.0,5.0,1.2,0.0
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Quantity not specified,121.0,12.0,5.16,0.99,7.09,16.0,10.03,324.0,6.0,1.5,0.0
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",1 cup,217.0,19.0,4.34,1.25,9.15,17.0,12.13,245.0,8.0,13.2,0.0
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",1 cup,252.0,17.0,4.5,0.82,7.34,10.0,8.06,310.0,140.0,6.6,0.0
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",1 cup,162.0,19.0,3.0,1.14,6.73,13.0,11.41,316.0,206.0,9.7,0.0
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",1 cup,217.0,26.0,4.65,1.23,8.81,17.0,11.72,249.0,135.0,14.8,0.0
"Beef and vegetables, Hawaiian style",Quantity not specified,189.0,47.0,14.24,1.1,2.24,39.0,4.79,679.0,95.0,1.9,0.0
Beef burgundy,Quantity not specified,183.0,20.0,4.19,1.84,6.0,23.0,18.48,369.0,1.0,2.0,0.1
Beef chow mein or chop suey with noodles,1 cup,220.0,19.0,11.17,1.87,4.89,12.0,10.78,328.0,9.0,4.2,0.0
"Beef chow mein or chop suey, no noodles",Quantity not specified,165.0,22.0,3.85,1.23,2.61,11.0,10.76,253.0,10.0,4.8,0.0
Beef curry,Quantity not specified,240.0,20.0,6.53,1.15,6.57,17.0,7.57,359.0,47.0,8.9,0.0
Beef curry with rice,1 cup,200.0,16.0,15.12,1.17,4.05,15.0,5.61,314.0,28.0,5.4,0.0
"Beef dinner, NFS, frozen meal",Quantity not specified,312.0,15.0,10.94,0.84,8.4,15.0,6.82,268.0,56.0,5.3,0.1
Beef egg foo yung,Quantity not specified,131.0,32.0,4.78,1.59,8.08,14.0,13.82,321.0,83.0,1.7,1.1
Beef jerky,1 Big Jerk,6.7,20.0,11.0,5.42,25.6,51.0,33.2,1785.0,0.0,0.0,0.3
"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",1 beef roll,134.0,13.0,6.61,2.21,9.08,24.0,20.56,351.0,92.0,1.6,0.2
Beef salad,Quantity not specified,136.0,20.0,2.9,1.58,19.32,15.0,17.85,338.0,12.0,0.8,0.1
Beef sausage,"1 cup, NFS",138.0,35.0,3.37,1.55,28.7,20.0,13.3,866.0,18.0,19.2,0.1
Beef sausage with cheese,"1 cup, NFS",138.0,138.0,3.75,1.47,28.54,21.0,13.65,922.0,42.0,16.4,0.7
"Beef shish kabob with vegetables, excluding potatoes",1 shishkabob,202.0,14.0,5.06,1.31,4.88,16.0,14.8,208.0,10.0,15.0,0.0
"Beef steak with onions, Puerto Rican style",Quantity not specified,134.0,17.0,3.89,2.01,24.12,23.0,20.92,999.0,0.0,2.2,0.2
"Beef stew with potatoes, Puerto Rican style",Quantity not specified,159.0,16.0,6.53,1.74,14.85,25.0,14.57,572.0,5.0,9.2,0.1
Beef stroganoff,1 cup,256.0,40.0,6.21,0.94,9.33,15.0,10.06,458.0,32.0,0.6,0.1
Beef stroganoff with noodles,1 cup,256.0,30.0,8.99,0.92,6.8,14.0,7.76,316.0,23.0,0.4,0.1
"Beef taco filling: beef, cheese, tomato, taco sauce",1 cup,204.0,130.0,6.37,1.12,11.32,17.0,12.97,473.0,69.0,6.6,0.1
Beef wellington,Quantity not specified,87.0,9.0,10.25,3.41,27.43,21.0,19.16,182.0,15.0,0.6,0.3
Beef with cream or white sauce,Quantity not specified,192.0,41.0,2.75,1.86,9.31,18.0,22.5,340.0,41.0,0.0,0.4
Beef with gravy,1 large patty with gravy,158.0,8.0,1.58,1.79,7.05,15.0,21.56,360.0,0.0,0.0,0.1
Beef with mushroom sauce,1 cubic inch,17.0,20.0,1.83,1.8,7.54,16.0,21.97,355.0,6.0,0.0,0.2
Beef with soy-based sauce,1 cup,244.0,19.0,3.35,1.51,12.38,18.0,15.86,333.0,3.0,2.3,0.0
"Beef with spaetzle or rice, vegetable, frozen meal",1 Stouffer's meal (10.5 oz),298.0,8.0,12.23,1.05,4.37,13.0,6.92,278.0,7.0,17.4,0.0
Beef with sweet and sour sauce,1 cup,252.0,19.0,14.22,1.06,12.81,15.0,9.29,346.0,4.0,12.0,0.1
Beef with tomato-based sauce,1 slice with sauce,65.0,9.0,1.58,2.05,6.36,18.0,21.72,363.0,6.0,2.0,0.1
"Beef with vegetable, diet frozen meal",Quantity not specified,284.0,34.0,4.69,1.32,6.95,17.0,10.64,292.0,114.0,10.2,0.0
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Quantity not specified,189.0,30.0,6.97,0.75,7.16,13.0,7.85,318.0,13.0,1.0,0.3
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",1 cup,249.0,14.0,5.96,1.12,7.18,18.0,7.67,301.0,14.0,4.1,0.0
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Quantity not specified,189.0,33.0,5.24,0.75,7.16,10.0,7.8,307.0,131.0,5.8,0.3
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Quantity not specified,187.0,19.0,4.48,1.22,6.99,15.0,8.24,300.0,149.0,9.8,0.0
"Beef, NFS","1 piece/slice, any size",30.0,18.0,0.0,2.66,13.04,20.0,27.13,372.0,4.0,0.0,0.1
"Beef, bacon, cooked",Guideline amount if topping,8.0,9.0,1.4,3.14,34.4,27.0,31.3,1500.0,0.0,0.0,0.2
"Beef, bacon, reduced sodium, cooked",Guideline amount on regular sandwich,12.0,11.0,1.43,1.44,41.78,33.0,37.04,1030.0,11.0,0.0,1.0
"Beef, brisket",Quantity not specified,60.0,10.0,0.0,2.74,12.04,22.0,29.41,377.0,1.0,0.0,0.2
"Beef, corned",1 oz yields,20.0,8.0,0.47,1.86,18.98,12.0,18.17,973.0,0.0,0.0,0.1
"Beef, cow head",1 cup,135.0,13.0,0.0,2.18,16.46,20.0,25.9,357.0,3.0,0.0,0.2
"Beef, dried, chipped, cooked in fat","1 oz, yield after cooking",27.0,7.0,2.5,2.19,11.32,17.0,28.12,2523.0,0.0,0.0,0.2
"Beef, dried, chipped, uncooked",1 jar (2.5 oz),71.0,8.0,2.76,2.42,1.94,19.0,31.1,2790.0,0.0,0.0,0.0
"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Quantity not specified,187.0,71.0,12.85,1.17,6.16,12.0,6.19,301.0,9.0,0.7,0.1
"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1 cup,249.0,73.0,11.7,1.17,6.36,10.0,6.15,306.0,86.0,3.8,0.1
"Beef, for use with vegetables",Quantity not specified,14.0,16.0,0.0,2.96,6.82,23.0,32.41,67.0,2.0,0.0,0.1
"Beef, ground",1 cubic inch,17.0,24.0,0.0,2.47,16.82,20.0,25.55,381.0,3.0,0.0,0.0
"Beef, ground, patty",1 large patty,120.0,27.0,0.0,2.41,18.18,20.0,25.45,383.0,3.0,0.0,0.0
"Beef, ground, raw",1 cup,225.0,15.0,0.0,2.07,14.88,18.0,18.44,373.0,4.0,0.0,0.1
"Beef, ground, with egg and onion",1 large patty,113.0,26.0,1.05,2.12,14.54,18.0,21.86,732.0,16.0,0.5,0.2
"Beef, neck bones",Quantity not specified,85.0,13.0,0.0,2.18,16.46,20.0,25.9,357.0,3.0,0.0,0.2
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1 cup,249.0,13.0,14.94,1.12,5.05,17.0,6.68,305.0,6.0,0.7,0.1
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Quantity not specified,311.0,23.0,14.63,1.06,5.03,17.0,6.63,310.0,10.0,0.6,0.2
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Quantity not specified,202.0,14.0,18.29,1.48,4.91,22.0,8.78,300.0,7.0,0.9,0.1
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",1 cup,217.0,18.0,7.44,1.1,7.64,15.0,10.4,206.0,8.0,11.4,0.0
"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",1 cup,249.0,14.0,14.86,1.35,5.07,20.0,6.77,306.0,11.0,2.5,0.1
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",1 cup,249.0,15.0,13.81,1.12,5.04,15.0,6.65,305.0,83.0,3.8,0.1
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Quantity not specified,311.0,25.0,13.58,1.06,5.06,15.0,6.6,303.0,82.0,3.5,0.2
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",1 cup,162.0,17.0,16.71,1.48,5.19,19.0,8.71,317.0,112.0,5.1,0.1
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Quantity not specified,217.0,23.0,7.6,1.08,7.58,15.0,10.31,216.0,116.0,12.6,0.0
"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Quantity not specified,311.0,16.0,13.74,1.35,5.06,18.0,6.74,310.0,88.0,5.6,0.1
"Beef, oxtails",1 cup,135.0,13.0,0.0,2.18,16.46,20.0,25.9,357.0,3.0,0.0,0.2
"Beef, pot roast",1 regular/thin slice,60.0,14.0,0.0,2.91,15.35,20.0,28.39,370.0,5.0,0.0,0.1
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",1 cup,252.0,94.0,12.97,0.69,5.43,21.0,8.17,305.0,25.0,4.2,0.3
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",1 cup,252.0,21.0,12.19,0.57,6.69,16.0,5.33,303.0,8.0,3.6,0.1
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1 cup,252.0,11.0,12.36,0.6,6.34,16.0,5.3,312.0,3.0,3.9,0.0
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",1 cup,252.0,18.0,5.8,1.2,8.81,18.0,11.78,236.0,6.0,9.9,0.0
"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Quantity not specified,189.0,12.0,12.28,0.82,6.56,19.0,5.39,305.0,8.0,5.7,0.0
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1 cup,252.0,96.0,11.82,0.69,5.43,19.0,8.14,304.0,104.0,7.4,0.3
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",Quantity not specified,189.0,23.0,11.13,0.57,7.06,14.0,5.28,307.0,77.0,6.4,0.1
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Quantity not specified,189.0,13.0,11.17,0.59,7.16,14.0,5.23,302.0,78.0,6.9,0.0
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",1 cup,162.0,14.0,13.46,0.78,5.15,18.0,6.93,313.0,107.0,9.4,0.0
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",1 cup,252.0,22.0,5.96,1.21,8.82,18.0,11.75,246.0,91.0,10.9,0.0
"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",1 cup,252.0,14.0,11.13,0.82,6.96,17.0,5.33,310.0,83.0,8.7,0.0
"Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce",Quantity not specified,121.0,12.0,14.97,0.78,5.1,21.0,6.97,305.0,4.0,5.3,0.0
"Beef, prepackaged or deli, luncheon meat",Guideline amount on regular sandwich,56.0,5.0,0.64,2.05,3.69,20.0,18.62,853.0,3.0,0.0,0.0
"Beef, prepackaged or deli, luncheon meat, reduced sodium","1 cup, pieces",140.0,5.0,0.64,2.05,3.69,20.0,18.62,640.0,3.0,0.0,0.0
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",Quantity not specified,311.0,90.0,15.85,1.04,5.24,17.0,8.18,302.0,24.0,0.8,0.3
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",1 cup,249.0,12.0,16.13,0.99,5.18,13.0,5.8,314.0,3.0,0.7,0.0
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",Quantity not specified,311.0,22.0,15.73,0.94,5.23,13.0,5.81,306.0,8.0,0.6,0.2
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Quantity not specified,202.0,13.0,20.0,1.32,4.29,16.0,7.62,333.0,4.0,0.9,0.0
"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",1 cup,217.0,18.0,7.75,1.25,7.96,17.0,10.88,212.0,7.0,11.4,0.0
"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",1 cup,249.0,13.0,16.08,1.22,4.99,16.0,5.91,302.0,9.0,2.5,0.0
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",1 cup,249.0,97.0,15.54,1.09,5.51,16.0,8.58,303.0,104.0,4.0,0.3
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Quantity not specified,311.0,14.0,15.01,1.0,5.18,11.0,5.77,307.0,80.0,3.7,0.0
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",Quantity not specified,311.0,24.0,14.69,0.94,5.23,11.0,5.78,311.0,79.0,3.5,0.2
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",1 cup,162.0,16.0,18.38,1.31,4.86,14.0,7.54,312.0,107.0,5.1,0.0
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",Quantity not specified,217.0,24.0,7.9,1.24,7.7,17.0,10.56,217.0,118.0,12.8,0.0
"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Quantity not specified,311.0,15.0,14.9,1.22,5.4,14.0,5.85,306.0,84.0,5.6,0.0
"Beef, roast",1 cup,135.0,15.0,0.0,2.89,9.72,18.0,29.08,372.0,4.0,0.0,0.0
"Beef, roast, hash",Quantity not specified,142.0,14.0,10.74,1.43,5.1,17.0,13.2,486.0,2.0,5.5,0.0
"Beef, sandwich steak",Quantity not specified,60.0,9.0,0.0,1.86,27.59,16.0,18.26,359.0,0.0,0.0,0.4
"Beef, shortribs",1 cup,135.0,23.0,12.13,1.34,14.1,19.0,18.2,650.0,3.0,0.2,0.2
"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",1 Stouffer's meal (8-7/8 oz),252.0,10.0,6.59,0.91,7.28,14.0,8.12,296.0,138.0,1.7,0.1
"Beef, steak, NFS",1 regular,160.0,16.0,0.0,2.64,12.88,21.0,27.0,369.0,5.0,0.0,0.1
"Beef, steak, T-bone,  lean and fat eaten",1 oz yields,20.0,19.0,0.0,2.98,18.42,20.0,25.2,371.0,7.0,0.0,0.1
"Beef, steak, T-bone, NS as to fat eaten",Quantity not specified,300.0,19.0,0.0,3.05,15.56,21.0,26.16,372.0,7.0,0.0,0.1
"Beef, steak, T-bone, lean only eaten","1 piece/slice, any size",30.0,19.0,0.0,3.13,12.69,22.0,27.12,373.0,7.0,0.0,0.1
"Beef, steak, chuck",Quantity not specified,160.0,13.0,0.21,3.23,13.43,23.0,25.97,380.0,7.0,0.0,0.1
"Beef, steak, country fried",1 thick,240.0,23.0,7.94,1.8,21.05,19.0,19.9,432.0,2.0,0.0,0.2
"Beef, steak, cube",1 thin,120.0,18.0,0.0,3.12,7.1,16.0,28.83,379.0,5.0,0.0,0.0
"Beef, steak, flank",1 regular,160.0,7.0,0.0,2.42,14.09,23.0,29.13,370.0,7.0,0.0,0.1
"Beef, steak, ribeye, NS as to fat eaten","1 piece/slice, any size",30.0,10.0,0.0,2.32,17.73,23.0,24.99,362.0,6.0,0.0,0.2
"Beef, steak, ribeye, lean and fat eaten",1 cup,135.0,11.0,0.0,2.22,21.64,22.0,23.5,361.0,8.0,0.0,0.2
"Beef, steak, ribeye, lean only eaten",1 cup,135.0,9.0,0.0,2.42,13.83,24.0,26.47,364.0,4.0,0.0,0.1
"Beef, steak, round",1 regular,160.0,18.0,0.0,3.21,4.25,17.0,29.72,382.0,5.0,0.0,0.0
"Beef, steak, sirloin, NS as to fat eaten",1 cup,135.0,17.0,0.0,1.99,13.98,22.0,27.14,361.0,1.0,0.0,0.2
"Beef, steak, sirloin, lean and fat eaten",1 regular,160.0,19.0,0.0,1.68,16.65,22.0,26.23,361.0,0.0,0.0,0.3
"Beef, steak, sirloin, lean only eaten",1 cup,135.0,15.0,0.0,2.3,11.32,23.0,28.05,361.0,1.0,0.0,0.2
"Beef, steak, strip, NS as to fat eaten",Quantity not specified,240.0,17.0,0.0,1.99,13.98,22.0,27.14,361.0,1.0,0.0,0.2
"Beef, steak, strip, lean and fat eaten",1 cubic inch,17.0,19.0,0.0,1.68,16.65,22.0,26.23,361.0,0.0,0.0,0.3
"Beef, steak, strip, lean only eaten",1 cup,135.0,15.0,0.0,2.3,11.32,23.0,28.05,361.0,1.0,0.0,0.2
"Beef, steak, tenderloin",1 oz yields,20.0,15.0,0.0,3.56,8.25,20.0,30.46,366.0,2.0,0.0,0.1
"Beef, stew meat",1 cup,135.0,14.0,0.0,2.91,15.35,20.0,28.39,370.0,5.0,0.0,0.1
"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",1 cup,217.0,42.0,4.45,0.98,7.96,19.0,7.52,230.0,8.0,12.8,0.0
"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",1 cup,217.0,48.0,4.75,0.97,7.68,19.0,7.3,235.0,131.0,14.3,0.0
Beer,1 bottle (40 fl oz),1200.0,4.0,3.55,0.02,0.0,6.0,0.46,4.0,0.0,0.0,0.0
"Beer, higher alcohol",1 can or bottle (16 fl oz),480.0,8.0,0.27,0.03,0.0,12.0,0.9,4.0,0.0,0.0,0.0
"Beer, light",1 can or bottle (16 fl oz),480.0,4.0,1.64,0.03,0.0,5.0,0.24,4.0,0.0,0.0,0.0
"Beer, nonalcoholic",1 can or bottle (12 fl oz),360.0,7.0,8.05,0.06,0.12,7.0,0.21,13.0,0.0,0.5,0.0
"Beet greens, cooked",1 cup,150.0,122.0,4.51,2.68,2.87,73.0,2.3,365.0,325.0,21.9,0.0
"Beet greens, raw",1 cup,38.0,117.0,4.33,2.57,0.13,70.0,2.2,226.0,316.0,30.0,0.0
Beet juice,1 fl oz (no ice),31.0,12.0,5.91,0.57,0.06,14.0,0.72,19.0,1.0,2.5,0.0
"Beets, NS as to form, cooked",Quantity not specified,88.0,15.0,7.0,1.77,2.69,17.0,0.89,197.0,12.0,3.6,0.0
